 ,open,high,low,adjclose,volume,ticker
2009-11-29,85,85,85,85,36,Dedam
2009-12-07,85,85,85,85,974,Dedam
2009-12-12,85,85,85,85,28996,Dedam
2009-12-13,88,88,88,88,14939,Dedam
2009-12-15,90,90,90,90,5392,Dedam
2009-12-29,85,85,85,85,800,Dedam
2010-01-06,90,90,90,90,6667,Dedam
2010-01-12,90,90,90,90,4365,Dedam
2010-01-16,88,90,88,90,7274,Dedam
2010-01-17,90,90,90,90,2365,Dedam
2010-01-18,90,92,90,92,4500,Dedam
2010-01-19,91,92,91,92,9683,Dedam
2010-01-20,93,93,93,93,3546,Dedam
2010-01-25,93,93,93,93,39,Dedam
2010-01-27,93,93,93,93,11600,Dedam
2010-01-31,95,95,95,95,13300,Dedam
2010-02-01,96,96,96,96,840,Dedam
2010-02-03,97,97,97,97,1010,Dedam
2010-02-17,97,97,97,97,4000,Dedam
2010-03-01,102,102,98,102,6595,Dedam
2010-03-02,102,104,102,104,1902,Dedam
2010-03-03,104,104,104,104,4000,Dedam
2010-03-06,104,104,104,104,480,Dedam
2010-03-07,104,104,104,104,1000,Dedam
2010-04-07,105,105,105,105,1497,Dedam
2010-04-14,105,105,105,105,6380,Dedam
2010-04-19,106,106,106,106,966,Dedam
2010-04-21,106,106,106,106,3616,Dedam
2010-04-24,106,106,106,106,81743,Dedam
2010-04-25,110,110,110,110,21062,Dedam
2010-04-27,113,113,113,113,1000,Dedam
2010-04-28,113,113,113,113,4257,Dedam
2010-05-02,114,114,114,114,14964,Dedam
2010-05-05,116,116,116,116,8113,Dedam
2010-05-08,117,117,117,117,7500,Dedam
2010-05-12,118,118,118,118,5165,Dedam
2010-05-15,118,118,116,117,15290,Dedam
2010-05-22,120,120,120,120,1000,Dedam
2010-05-23,120,120,120,120,7851,Dedam
2010-05-25,117,117,117,117,2000,Dedam
2010-05-30,121,121,113,113,9710,Dedam
2010-06-01,113,113,112,112,16604,Dedam
2010-06-02,112,112,112,112,1000,Dedam
2010-06-07,114,114,112,112,4495,Dedam
2010-06-08,111,111,110,110,17947,Dedam
2010-06-09,109,109,108,108,22450,Dedam
2010-06-14,112,113,112,113,4289,Dedam
2010-06-15,113,113,113,113,3707,Dedam
2010-06-21,114,114,114,114,6506,Dedam
2010-06-22,115,115,115,115,3104,Dedam
2010-06-23,115,115,115,115,1000,Dedam
2010-06-29,116,116,116,116,1000,Dedam
2010-07-12,116,116,116,116,35,Dedam
2010-07-14,116,116,116,116,510,Dedam
2010-08-02,116,116,116,116,10,Dedam
2010-08-03,121,121,121,121,40203,Dedam
2010-08-14,126,126,126,126,551,Dedam
2010-08-15,126,126,126,126,28320,Dedam
2010-08-16,131,131,131,131,221993,Dedam
2010-08-17,136,136,136,136,391489,Dedam
2010-08-18,141,141,141,141,300500,Dedam
2010-08-21,147,147,147,147,300000,Dedam
2010-08-22,153,153,153,153,960404,Dedam
2010-08-23,159,159,159,159,313000,Dedam
2010-08-24,165,165,165,165,407000,Dedam
2010-08-25,172,172,172,172,30370,Dedam
2010-08-28,179,179,179,179,28000,Dedam
2010-08-29,186,186,180,186,1829692,Dedam
2010-08-30,178,178,178,178,148481,Dedam
2010-08-31,171,176,171,175,229333,Dedam
2010-09-04,177,178,172,172,77110,Dedam
2010-09-05,169,169,169,169,69450,Dedam
2010-09-06,173,176,168,176,236817,Dedam
2010-09-07,175,178,175,175,102237,Dedam
2010-09-08,172,175,172,175,25146,Dedam
2010-09-12,175,175,172,172,28923,Dedam
2010-09-13,168,170,168,170,29726,Dedam
2010-09-14,171,172,171,172,4450,Dedam
2010-09-15,171,171,168,168,18599,Dedam
2010-09-18,175,175,173,174,15813,Dedam
2010-09-19,171,171,168,168,42711,Dedam
2010-09-22,173,173,170,170,9380,Dedam
2010-09-25,170,170,169,169,6765,Dedam
2010-09-26,170,170,163,163,50196,Dedam
2010-09-27,159,159,159,159,14000,Dedam
2010-09-28,159,159,159,159,2965,Dedam
2010-09-29,167,167,159,159,13848,Dedam
2010-10-02,159,159,155,155,56000,Dedam
2010-10-03,153,153,150,150,103000,Dedam
2010-10-05,156,156,156,156,490,Dedam
2010-10-06,156,156,151,151,4815,Dedam
2010-10-09,150,150,150,150,8012,Dedam
2010-10-10,150,150,150,150,4650,Dedam
2010-10-11,150,150,145,145,100000,Dedam
2010-10-12,146,146,142,142,19315,Dedam
2010-10-16,137,149,137,149,56611,Dedam
2010-10-18,150,150,150,150,1300,Dedam
2010-10-19,150,150,148,148,19051,Dedam
2010-10-20,146,146,146,146,4300,Dedam
2010-10-23,154,154,154,154,4959,Dedam
2010-10-24,155,155,146,146,56430,Dedam
2010-10-25,147,153,147,147,2341,Dedam
2010-10-26,146,153,146,153,2500,Dedam
2010-10-27,152,152,152,152,97,Dedam
2010-10-30,150,150,149,149,30000,Dedam
2010-11-01,145,145,144,144,6000,Dedam
2010-11-06,149,149,146,146,723,Dedam
2010-11-07,143,146,143,143,19005,Dedam
2010-11-08,146,146,146,146,2551,Dedam
2010-11-09,146,146,146,146,20000,Dedam
2010-11-10,148,148,148,148,200,Dedam
2010-11-13,148,148,146,146,19400,Dedam
2010-11-14,146,146,144,145,15195,Dedam
2010-11-15,145,145,145,145,3858,Dedam
2010-11-21,148,148,147,147,8271,Dedam
2010-11-22,147,151,147,151,41729,Dedam
2010-11-23,152,152,152,152,16972,Dedam
2010-11-24,152,152,151,151,7000,Dedam
2010-11-27,148,152,148,149,74015,Dedam
2010-11-28,157,157,149,149,21365,Dedam
2010-11-29,155,155,155,155,4296,Dedam
2010-12-01,152,153,152,153,456,Dedam
2010-12-04,153,153,152,152,6300,Dedam
2010-12-05,156,156,152,152,394400,Dedam
2010-12-06,153,153,150,150,18207,Dedam
2010-12-07,150,156,150,156,550,Dedam
2010-12-08,153,153,153,153,1107,Dedam
2010-12-11,152,155,152,155,29853,Dedam
2010-12-12,157,157,153,153,22185,Dedam
2010-12-19,151,151,151,151,6052,Dedam
2010-12-20,155,155,151,151,8300,Dedam
2010-12-21,152,152,152,152,429,Dedam
2010-12-22,152,152,152,152,5000,Dedam
2010-12-25,154,155,153,153,24700,Dedam
2010-12-26,156,158,155,155,21422,Dedam
2010-12-27,155,155,155,155,720,Dedam
2010-12-28,158,162,158,162,15015,Dedam
2011-01-01,164,164,164,164,1000,Dedam
2011-01-02,164,164,164,164,200,Dedam
2011-01-04,165,165,165,165,42667,Dedam
2011-01-05,171,171,171,171,10000,Dedam
2011-01-08,174,174,174,174,1140,Dedam
2011-01-09,174,174,174,174,4100,Dedam
2011-01-10,175,175,171,173,78253,Dedam
2011-01-11,168,168,167,168,49131,Dedam
2011-01-15,168,168,166,166,8230,Dedam
2011-01-16,164,170,164,164,47717,Dedam
2011-01-17,165,168,165,168,10500,Dedam
2011-01-18,166,166,164,164,10600,Dedam
2011-01-19,165,165,165,165,10852,Dedam
2011-01-22,167,167,166,166,4198,Dedam
2011-01-23,166,168,166,166,5371,Dedam
2011-01-26,168,168,166,166,5000,Dedam
2011-01-29,166,166,166,166,624,Dedam
2011-01-30,166,166,159,159,6070,Dedam
2011-02-01,160,160,159,159,3858,Dedam
2011-02-05,166,166,166,166,3000,Dedam
2011-02-08,166,166,164,164,6530,Dedam
2011-02-09,167,168,165,165,16480,Dedam
2011-02-12,167,171,167,170,19258,Dedam
2011-02-13,172,173,172,173,3297,Dedam
2011-02-14,168,168,168,168,2000,Dedam
2011-02-15,173,174,173,174,29800,Dedam
2011-02-16,177,179,177,179,30205,Dedam
2011-02-19,190,198,190,198,151474,Dedam
2011-02-20,202,202,192,195,32288,Dedam
2011-02-22,194,199,194,194,82455,Dedam
2011-02-23,199,203,199,203,155200,Dedam
2011-02-26,210,210,206,207,239140,Dedam
2011-02-27,205,205,202,202,28490,Dedam
2011-02-28,196,202,196,197,119632,Dedam
2011-03-01,198,203,198,202,38461,Dedam
2011-03-02,203,211,203,210,60597,Dedam
2011-03-05,205,205,205,205,4993,Dedam
2011-03-06,205,212,205,206,26948,Dedam
2011-03-07,207,207,207,207,10877,Dedam
2011-03-08,205,205,205,205,2500,Dedam
2011-03-09,212,212,206,206,899,Dedam
2011-03-12,205,206,205,206,1350,Dedam
2011-03-13,210,210,210,210,364,Dedam
2011-03-14,211,215,211,215,53206,Dedam
2011-03-15,218,222,215,215,10080,Dedam
2011-03-16,222,222,222,222,2659,Dedam
2011-03-19,222,222,217,218,9827,Dedam
2011-03-26,218,218,215,215,10000,Dedam
2011-03-27,220,220,211,211,1700,Dedam
2011-03-28,219,219,219,219,800,Dedam
2011-03-29,209,217,209,217,20558,Dedam
2011-03-30,211,213,209,213,17644,Dedam
2011-04-03,213,213,213,213,10000,Dedam
2011-04-04,213,213,211,213,32433,Dedam
2011-04-06,219,220,219,220,121871,Dedam
2011-04-09,229,229,215,215,244583,Dedam
2011-04-10,229,229,220,220,8150,Dedam
2011-04-11,229,229,220,224,14700,Dedam
2011-04-12,220,222,220,221,90500,Dedam
2011-04-13,221,225,221,225,352050,Dedam
2011-04-16,221,225,221,225,11241,Dedam
2011-04-17,228,230,228,228,8840,Dedam
2011-04-18,221,221,221,221,400,Dedam
2011-04-19,221,221,221,221,850,Dedam
2011-04-20,224,224,222,224,706190,Dedam
2011-04-23,224,224,224,224,5447,Dedam
2011-04-24,216,216,216,216,10000,Dedam
2011-04-25,213,215,213,215,93211,Dedam
2011-04-27,215,216,215,216,6000,Dedam
2011-04-30,215,215,206,206,10100,Dedam
2011-05-01,206,215,206,211,13259,Dedam
2011-05-02,211,221,211,221,5002,Dedam
2011-05-03,215,217,215,215,5800,Dedam
2011-05-08,217,217,217,217,1000,Dedam
2011-05-09,215,215,211,213,7752,Dedam
2011-05-10,214,215,214,214,11010,Dedam
2011-05-11,209,215,209,209,18688,Dedam
2011-05-14,215,215,215,215,309,Dedam
2011-05-15,215,215,208,211,12699,Dedam
2011-05-16,210,212,210,210,2762,Dedam
2011-05-24,203,203,203,203,4450,Dedam
2011-05-28,205,205,202,202,35392,Dedam
2011-05-29,195,196,195,196,13500,Dedam
2011-05-30,191,193,191,193,12540,Dedam
2011-06-01,195,195,195,195,4000,Dedam
2011-06-06,198,198,198,198,10000,Dedam
2011-06-07,205,205,204,204,3560,Dedam
2011-06-08,205,206,203,203,47631,Dedam
2011-06-11,197,197,197,197,25535,Dedam
2011-06-12,191,193,191,193,5620,Dedam
2011-06-13,193,193,188,193,95917,Dedam
2011-06-14,193,195,191,191,5650,Dedam
2011-06-15,195,195,195,195,32602,Dedam
2011-06-18,201,201,201,201,1108,Dedam
2011-06-19,200,201,199,201,7895,Dedam
2011-06-21,195,195,195,195,35000,Dedam
2011-06-22,197,197,197,197,4000,Dedam
2011-06-25,201,201,200,201,25095,Dedam
2011-06-26,203,203,200,200,2708,Dedam
2011-06-27,198,198,193,193,26638,Dedam
2011-06-29,193,193,193,193,471,Dedam
2011-07-03,198,198,198,198,1521,Dedam
2011-07-04,198,199,198,199,4964,Dedam
2011-07-05,203,203,203,203,50,Dedam
2011-07-06,198,198,198,198,4985,Dedam
2011-07-09,199,200,199,200,552,Dedam
2011-07-11,198,200,198,200,5311,Dedam
2011-07-12,193,199,193,198,3617,Dedam
2011-07-13,191,194,191,194,1419,Dedam
2011-07-16,189,189,189,189,21609,Dedam
2011-07-18,183,184,183,183,32180,Dedam
2011-07-19,183,183,183,183,6200,Dedam
2011-07-20,184,184,184,184,7292,Dedam
2011-07-23,182,182,180,182,9296,Dedam
2011-07-24,188,188,187,188,20438,Dedam
2011-07-25,187,187,180,180,1604,Dedam
2011-07-26,187,187,187,187,200,Dedam
2011-07-27,185,185,180,180,10456,Dedam
2011-07-30,187,187,184,184,2200,Dedam
2011-08-01,182,182,180,180,6700,Dedam
2011-08-02,188,188,180,180,6900,Dedam
2011-08-03,180,182,180,180,3777,Dedam
2011-08-06,181,181,180,181,7570,Dedam
2011-08-07,180,180,180,180,555,Dedam
2011-08-08,177,177,177,177,9000,Dedam
2011-08-09,177,177,177,177,10430,Dedam
2011-08-10,177,177,177,177,9425,Dedam
2011-08-15,174,174,172,172,4500,Dedam
2011-08-20,174,176,174,176,9855,Dedam
2011-08-21,178,178,177,177,3984,Dedam
2011-08-23,177,180,177,180,28056,Dedam
2011-08-27,177,178,177,177,8650,Dedam
2011-08-28,176,178,176,178,17100,Dedam
2011-08-29,176,177,176,176,4600,Dedam
2011-08-30,176,177,176,177,3500,Dedam
2011-09-03,177,177,177,177,211,Dedam
2011-09-04,178,180,178,180,21510,Dedam
2011-09-05,180,186,180,186,11000,Dedam
2011-09-06,188,188,188,188,10683,Dedam
2011-09-07,191,191,191,191,75221,Dedam
2011-09-10,199,199,199,199,40438,Dedam
2011-09-11,207,207,207,207,7000,Dedam
2011-09-12,209,209,209,209,2000,Dedam
2011-09-13,209,209,209,209,462,Dedam
2011-09-14,209,209,209,209,1216,Dedam
2011-09-17,218,227,210,214,143252,Dedam
2011-09-18,226,226,212,212,16108,Dedam
2011-09-19,211,211,211,211,66596,Dedam
2011-09-20,202,206,202,206,4693,Dedam
2011-09-21,202,205,202,205,9008,Dedam
2011-09-25,199,200,199,200,17328,Dedam
2011-09-26,197,197,197,197,2000,Dedam
2011-09-27,205,205,205,205,2000,Dedam
2011-10-01,208,208,208,208,1600,Dedam
2011-10-02,205,205,203,204,13125,Dedam
2011-10-03,199,199,199,199,5200,Dedam
2011-10-04,195,197,195,195,68973,Dedam
2011-10-05,188,189,188,189,10169,Dedam
2011-10-08,188,193,188,193,1952,Dedam
2011-10-09,193,193,193,193,7015,Dedam
2011-10-11,195,195,191,191,7130,Dedam
2011-10-12,194,194,188,188,880,Dedam
2011-10-15,191,191,191,191,1500,Dedam
2011-10-16,192,192,192,192,3555,Dedam
2011-10-18,192,192,192,192,722,Dedam
2011-10-19,192,192,192,192,2000,Dedam
2011-10-22,193,193,193,193,10200,Dedam
2011-10-24,193,193,193,193,100,Dedam
2011-10-25,194,194,193,193,4000,Dedam
2011-10-26,194,194,194,194,250,Dedam
2011-10-29,194,194,194,194,900,Dedam
2011-10-30,194,199,194,199,13100,Dedam
2011-11-02,199,199,199,199,95,Dedam
2011-11-06,189,191,189,189,1501,Dedam
2011-11-08,195,195,187,187,3755,Dedam
2011-11-13,189,189,186,186,9770,Dedam
2011-11-16,188,188,188,188,830,Dedam
2011-11-19,191,191,191,191,841,Dedam
2011-11-20,191,194,191,194,100,Dedam
2011-11-21,194,198,194,198,1090,Dedam
2011-11-23,189,191,189,191,634,Dedam
2011-11-26,188,188,184,186,2841,Dedam
2011-11-27,184,184,184,184,2351,Dedam
2011-11-28,183,183,183,183,23723,Dedam
2011-12-03,189,191,189,191,1108,Dedam
2011-12-04,189,190,189,190,2911,Dedam
2011-12-07,193,193,191,193,11400,Dedam
2011-12-10,195,195,195,195,15325,Dedam
2011-12-11,200,200,191,200,3761,Dedam
2011-12-12,201,201,201,201,15000,Dedam
2011-12-13,205,205,202,202,71476,Dedam
2011-12-14,201,201,197,197,14325,Dedam
2011-12-18,197,197,197,197,642,Dedam
2011-12-19,193,193,193,193,7000,Dedam
2011-12-20,191,192,191,191,14073,Dedam
2011-12-24,191,191,191,191,716,Dedam
2011-12-25,193,193,187,188,11633,Dedam
2011-12-26,188,188,188,188,650,Dedam
2011-12-27,184,184,184,184,3000,Dedam
2011-12-28,184,184,183,183,5000,Dedam
2011-12-31,183,184,183,184,2136,Dedam
2012-01-01,186,186,186,186,150,Dedam
2012-01-02,184,188,184,188,6025,Dedam
2012-01-03,184,186,184,185,11596,Dedam
2012-01-04,189,189,189,189,1000,Dedam
2012-01-07,184,184,182,184,17001,Dedam
2012-01-09,189,192,189,192,1044,Dedam
2012-01-10,186,191,186,186,3596,Dedam
2012-01-11,184,184,184,184,1250,Dedam
2012-01-15,189,189,184,184,3879,Dedam
2012-01-16,184,184,183,183,1816,Dedam
2012-01-18,188,188,182,182,1489,Dedam
2012-01-21,182,182,182,182,252,Dedam
2012-01-23,182,182,182,182,12760,Dedam
2012-01-25,180,180,180,180,4405,Dedam
2012-01-28,190,190,190,190,3480,Dedam
2012-01-29,184,184,184,184,208,Dedam
2012-01-30,185,185,180,180,3945,Dedam
2012-02-04,184,184,178,178,2789,Dedam
2012-02-05,177,177,177,177,4681,Dedam
2012-02-06,186,186,176,176,1054,Dedam
2012-02-07,183,183,183,183,2300,Dedam
2012-02-15,177,177,175,175,15465,Dedam
2012-02-18,172,172,172,172,6800,Dedam
2012-02-19,170,170,170,170,3342,Dedam
2012-02-20,180,183,180,183,5599,Dedam
2012-02-21,185,185,185,185,46332,Dedam
2012-02-22,186,190,186,190,6396,Dedam
2012-02-25,191,191,191,191,100,Dedam
2012-02-27,178,178,178,178,9000,Dedam
2012-02-28,179,179,179,179,643,Dedam
2012-02-29,179,179,179,179,1200,Dedam
2012-03-03,186,186,179,179,23039,Dedam
2012-03-04,179,179,179,179,2911,Dedam
2012-03-05,179,179,176,176,4985,Dedam
2012-03-07,188,188,187,187,4590,Dedam
2012-03-10,190,190,190,190,35500,Dedam
2012-03-11,183,183,183,183,600,Dedam
2012-03-12,191,191,191,191,40891,Dedam
2012-03-17,185,187,185,187,8420,Dedam
2012-03-28,187,187,187,187,500,Dedam
2012-04-03,182,182,182,182,252,Dedam
2012-04-08,189,196,189,196,4438,Dedam
2012-04-09,191,196,191,196,5050,Dedam
2012-04-10,196,196,196,196,2160,Dedam
2012-04-11,189,189,189,189,17866,Dedam
2012-04-14,189,189,189,189,2400,Dedam
2012-04-15,188,188,188,188,205,Dedam
2012-04-17,189,189,189,189,1000,Dedam
2012-04-21,196,197,196,197,6805,Dedam
2012-04-22,189,189,189,189,3,Dedam
2012-04-23,191,191,191,191,1000,Dedam
2012-04-30,191,199,191,199,7795,Dedam
2012-05-01,200,201,200,201,1940,Dedam
2012-05-02,191,191,191,191,500,Dedam
2012-05-05,195,195,195,195,1500,Dedam
2012-05-06,195,199,195,199,1855,Dedam
2012-05-07,201,201,200,201,9607,Dedam
2012-05-08,199,199,196,196,1620,Dedam
2012-05-09,199,204,199,204,1671,Dedam
2012-05-12,205,205,204,205,8448,Dedam
2012-05-13,207,207,207,207,4010,Dedam
2012-05-14,208,208,208,208,17030,Dedam
2012-05-15,201,208,201,208,2800,Dedam
2012-05-22,213,213,213,213,100,Dedam
2012-05-23,213,213,213,213,434,Dedam
2012-05-26,213,213,213,213,480,Dedam
2012-05-27,213,213,213,213,100,Dedam
2012-05-28,213,213,213,213,25588,Dedam
2012-05-29,221,221,221,221,16500,Dedam
2012-06-02,226,226,226,226,4056,Dedam
2012-06-09,225,225,225,225,2500,Dedam
2012-06-10,210,210,210,210,269,Dedam
2012-06-11,210,210,210,210,10593,Dedam
2012-06-16,207,207,207,207,2007,Dedam
2012-06-24,207,215,207,207,7097,Dedam
2012-06-25,205,205,205,205,900,Dedam
2012-06-26,204,212,204,207,32796,Dedam
2012-06-27,199,199,199,199,4145,Dedam
2012-07-02,212,212,212,212,602,Dedam
2012-07-03,211,211,209,209,5474,Dedam
2012-07-04,211,211,209,209,11922,Dedam
2012-07-07,211,211,211,211,176,Dedam
2012-07-11,200,200,200,200,1500,Dedam
2012-07-14,207,207,207,207,2000,Dedam
2012-07-15,204,204,204,204,2075,Dedam
2012-07-16,202,202,202,202,45,Dedam
2012-07-17,206,206,206,206,33000,Dedam
2012-07-18,204,204,204,204,6000,Dedam
2012-07-21,199,204,199,204,2512,Dedam
2012-07-22,206,206,204,204,3533,Dedam
2012-07-23,204,204,204,204,17565,Dedam
2012-07-25,199,199,199,199,796,Dedam
2012-07-28,200,200,200,200,3589,Dedam
2012-07-29,202,202,199,202,1500,Dedam
2012-07-31,203,203,203,203,100,Dedam
2012-08-04,203,203,202,203,4919,Dedam
2012-08-05,195,196,195,196,13245,Dedam
2012-08-06,199,208,199,208,2212,Dedam
2012-08-12,193,193,193,193,5389,Dedam
2012-09-03,191,191,191,191,4963,Dedam
2012-09-05,190,190,189,189,14963,Dedam
2012-09-09,186,186,186,186,230,Dedam
2012-09-10,186,186,186,186,1000,Dedam
2012-09-11,201,201,201,201,1414,Dedam
2012-09-15,201,201,192,192,2310,Dedam
2012-09-17,186,201,186,201,25497,Dedam
2012-09-19,192,192,192,192,7461,Dedam
2012-09-22,190,190,190,190,1661,Dedam
2012-09-23,190,190,190,190,4500,Dedam
2012-09-24,197,197,197,197,5000,Dedam
2012-09-25,197,197,197,197,5744,Dedam
2012-09-26,199,202,199,202,13664,Dedam
2012-09-30,207,207,207,207,19095,Dedam
2012-10-02,212,212,212,212,23246,Dedam
2012-10-03,219,219,219,219,28813,Dedam
2012-10-07,227,227,227,227,14684,Dedam
2012-10-08,232,232,232,232,28320,Dedam
2012-10-09,241,241,241,241,28520,Dedam
2012-10-10,251,251,251,251,28322,Dedam
2012-10-13,261,261,261,261,33610,Dedam
2012-10-14,272,272,261,268,43661,Dedam
2012-10-15,271,271,257,257,11620,Dedam
2012-10-16,276,276,276,276,85247,Dedam
2012-10-17,287,287,278,281,136209,Dedam
2012-10-20,281,281,275,275,5849,Dedam
2012-10-21,273,273,273,273,20,Dedam
2012-10-22,273,273,273,273,100,Dedam
2012-10-23,273,273,273,273,420,Dedam
2012-10-28,272,272,272,272,200000,Dedam
2012-10-29,271,271,262,262,3511,Dedam
2012-11-19,260,260,260,260,10,Dedam
2012-11-21,260,260,260,260,156034,Dedam
2012-11-27,250,250,250,250,2000,Dedam
2012-11-28,270,270,249,249,1921,Dedam
2012-12-02,249,250,249,250,1508,Dedam
2012-12-03,255,260,255,260,10486,Dedam
2012-12-05,249,249,249,249,700,Dedam
2012-12-08,248,248,248,248,600,Dedam
2012-12-19,248,248,248,248,660,Dedam
2012-12-23,248,248,248,248,16215,Dedam
2012-12-25,243,243,242,242,1700,Dedam
2012-12-26,242,242,242,242,1293,Dedam
2013-01-01,241,241,241,241,80,Dedam
2013-01-02,241,241,241,241,4160,Dedam
2013-01-08,240,240,240,240,7762,Dedam
2013-01-09,237,237,237,237,750,Dedam
2013-01-19,253,253,243,243,8600,Dedam
2013-01-20,253,258,251,251,4138,Dedam
2013-01-21,239,254,239,254,9500,Dedam
2013-01-22,250,259,243,255,5946,Dedam
2013-01-23,259,259,243,243,700,Dedam
2013-01-26,253,253,253,253,2,Dedam
2013-02-02,241,241,241,241,2,Dedam
2013-02-04,241,241,241,241,2,Dedam
2013-02-09,241,241,241,241,16819,Dedam
2013-02-11,235,235,235,235,11645,Dedam
2013-02-12,232,232,232,232,20024,Dedam
2013-02-16,226,226,226,226,1000,Dedam
2013-02-17,229,229,229,229,3910,Dedam
2013-02-24,224,224,224,224,4904,Dedam
2013-02-25,230,230,230,230,1000,Dedam
2013-02-26,224,224,223,223,10231,Dedam
2013-02-27,223,235,223,235,1752,Dedam
2013-03-02,224,224,224,224,90,Dedam
2013-03-03,224,224,224,224,95,Dedam
2013-03-04,234,236,234,236,5163,Dedam
2013-03-05,227,234,227,234,4040,Dedam
2013-03-06,234,236,234,236,6000,Dedam
2013-03-12,241,241,241,241,130,Dedam
2013-03-13,241,241,230,230,202,Dedam
2013-03-16,240,240,240,240,1000,Dedam
2013-03-26,241,241,236,236,523,Dedam
2013-03-27,240,240,240,240,275,Dedam
2013-03-30,240,241,240,241,10672,Dedam
2013-03-31,240,241,240,241,2600,Dedam
2013-04-03,240,240,240,240,1000,Dedam
2013-04-07,236,236,227,227,2500,Dedam
2013-04-08,236,236,236,236,8883,Dedam
2013-04-10,245,245,245,245,22605,Dedam
2013-04-13,253,253,253,253,28150,Dedam
2013-04-15,263,263,263,263,1000,Dedam
2013-04-16,263,263,263,263,34730,Dedam
2013-04-17,274,274,266,266,3470,Dedam
2013-04-20,264,264,263,263,11000,Dedam
2013-04-23,294,294,282,282,69871,Dedam
2013-04-24,294,299,276,294,73722,Dedam
2013-04-27,295,305,289,289,36901,Dedam
2013-04-28,296,296,289,293,2294,Dedam
2013-04-29,297,297,284,284,24227,Dedam
2013-04-30,275,275,275,275,500,Dedam
2013-05-01,274,274,274,274,4200,Dedam
2013-05-04,273,273,273,273,4001,Dedam
2013-05-05,271,271,271,271,11795,Dedam
2013-05-06,289,289,289,289,11352,Dedam
2013-05-07,294,294,293,294,41890,Dedam
2013-05-08,305,305,303,305,5682,Dedam
2013-05-11,308,308,308,308,24922,Dedam
2013-05-12,294,319,294,319,12796,Dedam
2013-05-13,321,321,321,321,35183,Dedam
2013-05-14,321,334,308,331,27954,Dedam
2013-05-15,314,338,314,332,35400,Dedam
2013-05-18,351,351,332,351,26949,Dedam
2013-05-19,361,361,357,361,33744,Dedam
2013-05-20,363,375,346,357,60105,Dedam
2013-05-28,378,378,378,378,1446,Dedam
2013-05-29,379,379,379,379,28320,Dedam
2013-06-01,394,394,394,394,28320,Dedam
2013-06-02,410,410,410,410,85766,Dedam
2013-06-03,426,426,426,426,42236,Dedam
2013-06-08,443,443,443,443,31430,Dedam
2013-06-09,461,461,443,461,51836,Dedam
2013-06-10,476,476,443,443,18172,Dedam
2013-06-11,472,472,449,472,700,Dedam
2013-06-12,449,449,448,449,4923,Dedam
2013-06-15,455,455,455,455,1,Dedam
2013-06-16,455,455,445,445,332,Dedam
2013-06-17,445,445,444,444,969,Dedam
2013-06-22,444,462,444,444,47664,Dedam
2013-06-23,431,443,428,428,31461,Dedam
2013-06-25,411,425,411,416,77973,Dedam
2013-06-26,416,432,415,432,73238,Dedam
2013-06-29,442,442,442,442,56040,Dedam
2013-06-30,459,460,459,460,33330,Dedam
2013-07-01,478,478,470,474,20294,Dedam
2013-07-02,488,488,459,480,19244,Dedam
2013-07-03,495,495,495,495,29789,Dedam
2013-07-06,514,514,514,514,28320,Dedam
2013-07-07,535,535,535,535,30155,Dedam
2013-07-08,556,556,556,556,28320,Dedam
2013-07-09,578,578,534,546,114435,Dedam
2013-07-10,527,559,527,527,21133,Dedam
2013-07-14,513,513,513,513,102,Dedam
2013-07-15,513,513,513,513,91843,Dedam
2013-07-16,492,533,492,533,111941,Dedam
2013-07-17,524,524,524,524,28331,Dedam
2013-07-20,545,545,524,524,77645,Dedam
2013-07-21,523,523,523,523,6233,Dedam
2013-07-23,518,528,518,522,39497,Dedam
2013-07-27,498,498,498,498,6910,Dedam
2013-07-28,497,497,493,493,5108,Dedam
2013-07-29,490,490,490,490,10328,Dedam
2013-07-31,490,490,482,483,8336,Dedam
2013-08-03,479,479,478,478,5613,Dedam
2013-08-04,478,514,475,514,23372,Dedam
2013-08-05,517,517,517,517,50549,Dedam
2013-08-06,499,537,499,515,3530,Dedam
2013-08-07,522,522,497,497,18697,Dedam
2013-08-11,489,491,489,489,5267,Dedam
2013-08-12,486,514,486,502,43596,Dedam
2013-08-13,500,517,500,517,28320,Dedam
2013-08-14,535,535,535,535,28320,Dedam
2013-08-17,557,557,557,557,98859,Dedam
2013-08-18,576,576,535,535,28821,Dedam
2013-08-19,543,552,520,522,10353,Dedam
2013-08-20,537,540,519,519,12522,Dedam
2013-08-21,515,516,515,515,101561,Dedam
2013-08-24,536,536,536,536,3765,Dedam
2013-08-25,539,539,539,539,6300,Dedam
2013-08-26,544,544,544,544,49189,Dedam
2013-08-27,565,565,546,546,51501,Dedam
2013-08-28,541,546,540,540,30536,Dedam
2013-08-31,522,537,521,537,40326,Dedam
2013-09-01,544,544,503,544,14117,Dedam
2013-09-03,508,528,508,509,20861,Dedam
2013-09-04,503,503,499,499,12950,Dedam
2013-09-07,491,491,491,491,7181,Dedam
2013-09-08,526,526,515,526,110106,Dedam
2013-09-09,547,547,547,547,30127,Dedam
2013-09-10,568,568,568,568,41086,Dedam
2013-09-11,591,591,591,591,99657,Dedam
2013-09-14,615,615,615,615,55169,Dedam
2013-09-15,639,639,639,639,61156,Dedam
2013-09-16,665,665,647,665,304085,Dedam
